empleado,id,sexo,edad,años_edc,pareja,estudiante_act,estrato,pc,internet,reside_padre,reside_madre,afro,gitano,indigena,palenquero,sin_rec_etnico
0,22818,1,29,14,0,0,2,1,1,1,1,0,0,0,0,1
0,26375,0,24,11,1,0,2,0,1,1,1,0,0,0,0,1
0,9905,1,27,6,1,0,1,1,1,0,0,0,0,0,0,1
0,31098,1,34,16,0,0,2,1,0,1,1,0,0,0,0,1
0,30738,0,25,11,0,0,2,0,0,0,0,0,0,0,0,1
0,23521,0,26,11,0,0,2,0,0,1,1,0,0,0,0,1
0,31461,0,20,11,0,0,2,1,1,0,1,0,0,0,0,1
0,24844,1,21,11,0,0,3,1,1,0,1,0,0,0,0,1
1,10666,0,35,11,1,0,3,0,1,0,0,0,0,0,0,1
0,22582,0,20,15,0,1,1,0,1,0,0,0,0,0,0,1
0,34461,1,28,13,0,0,3,1,0,0,0,0,0,0,0,0
1,2535,1,35,17,0,0,6,1,1,1,1,0,0,0,0,1
0,27807,1,35,11,1,0,3,1,1,0,0,0,0,0,0,1
1,17495,1,24,11,0,0,2,0,1,0,0,0,0,0,0,1
0,31339,0,32,16,0,0,2,1,1,1,1,0,0,0,0,1
1,11804,0,32,14,0,0,3,1,0,0,1,0,0,0,0,1
1,1869,1,28,13,1,0,3,1,1,0,0,0,0,0,0,1
1,16561,0,60,14,0,0,2,0,1,0,0,0,0,0,0,1
1,15373,0,61,11,0,0,2,0,0,0,0,0,0,0,0,1
0,35194,0,34,11,0,0,1,0,1,1,1,0,0,0,0,1
1,18738,1,28,11,1,0,3,1,0,0,0,0,0,0,0,1
0,33167,0,23,13,0,0,2,0,1,1,1,0,0,0,0,1
0,26572,1,33,14,0,0,2,1,1,0,1,0,0,0,0,1
0,12939,0,21,14,0,1,2,1,1,1,0,0,0,0,0,1
1,5844,0,29,13,0,0,3,1,1,0,0,0,0,0,0,1
0,26415,1,25,11,0,0,2,1,1,1,0,0,0,0,0,1
0,35128,1,19,12,0,0,2,0,1,1,1,0,0,0,0,1
1,11556,1,32,11,1,0,3,0,1,0,0,0,0,0,0,1
1,16997,0,41,11,1,0,1,1,1,0,1,0,0,0,0,1
0,12364,0,30,11,0,0,3,1,1,1,1,0,0,0,0,1
1,20866,0,56,16,0,0,2,0,0,0,0,0,0,0,0,1
0,27817,0,54,6,1,0,1,0,0,0,0,0,0,0,0,1
1,21234,0,46,11,0,0,2,1,1,0,0,0,0,0,0,1
1,5472,1,31,17,0,0,4,1,1,0,0,0,0,0,0,1
0,31725,0,25,13,0,0,3,1,1,0,1,0,0,0,0,1
0,36067,0,33,16,1,0,2,0,1,0,0,0,0,0,0,1
0,30610,1,18,11,0,0,2,0,0,1,0,0,0,0,0,1
1,12900,1,62,15,0,0,3,1,1,0,0,0,0,1,0,0
0,33849,0,22,13,0,0,2,0,0,0,0,0,0,0,0,1
0,32469,0,39,13,0,0,2,0,0,1,1,0,0,0,0,1
0,23312,0,21,16,0,1,3,1,1,0,0,0,0,0,0,1
1,8695,1,22,11,0,0,3,1,1,1,1,0,0,0,0,1
1,12510,1,35,5,0,0,2,0,0,0,0,0,0,0,0,1
1,11618,0,40,11,1,0,3,0,1,0,0,0,0,0,0,1
0,33057,0,34,14,1,0,2,1,1,0,0,0,0,0,0,1
0,22513,0,40,11,1,0,3,0,0,0,0,0,0,0,0,1
1,18156,1,59,26,1,0,4,1,1,0,0,0,0,0,0,1
1,2641,1,19,11,0,0,3,0,0,0,0,0,0,0,0,1
1,7355,1,64,5,1,0,3,1,1,0,0,0,0,0,0,1
0,32912,0,35,11,0,0,2,0,0,0,1,0,0,0,0,1
1,20031,0,42,18,0,0,4,1,1,0,0,0,0,0,0,1
0,29808,0,37,11,0,0,2,1,1,1,1,0,0,0,0,1
1,10225,1,47,15,1,0,4,1,1,0,1,0,0,0,0,1
1,17301,0,43,13,0,0,3,1,1,1,1,0,0,0,0,1
0,36056,0,51,11,1,0,3,0,1,0,0,0,0,0,0,1
0,2032,1,34,8,0,0,2,0,1,0,1,0,0,0,0,1
1,12851,0,29,8,1,0,2,1,1,0,0,0,0,0,0,1
0,34398,1,67,3,1,0,2,0,0,0,0,0,0,0,0,1
1,4661,0,19,16,0,0,3,1,1,0,0,0,0,0,0,1
1,17981,0,47,5,0,0,2,1,1,0,0,0,0,0,0,1
0,28122,0,26,13,1,0,2,0,1,0,0,0,0,0,0,1
0,33133,0,45,11,1,0,2,0,0,0,0,0,0,0,0,1
1,21720,1,74,2,1,0,2,0,0,0,0,0,0,0,0,1
0,23005,0,37,11,0,0,2,1,1,0,0,0,0,0,0,1
1,2877,0,20,14,1,1,2,0,1,0,0,0,0,0,0,1
1,7636,1,71,1,0,0,2,0,0,0,0,0,0,0,0,1
0,3597,0,39,9,1,0,2,1,0,0,0,0,0,0,0,1
1,1501,0,55,10,0,0,3,0,1,0,0,0,0,0,0,1
0,30557,1,68,11,1,0,3,1,1,0,0,0,0,0,0,1
0,22259,1,24,16,0,0,4,1,1,1,1,0,0,0,0,1
0,10790,0,21,13,1,0,1,0,0,0,0,1,0,0,0,0
0,35442,0,30,15,0,0,2,0,0,1,1,0,0,0,0,1
0,26073,1,28,11,1,0,1,0,1,0,0,0,0,0,0,1
1,14341,1,33,14,0,0,3,1,1,0,0,0,0,0,0,1
0,22214,0,24,5,0,0,2,0,0,0,0,0,0,0,0,1
0,22317,0,30,11,1,0,2,1,1,0,0,0,0,0,0,1
0,6576,1,31,11,1,0,2,0,1,0,0,0,0,0,0,1
1,8516,1,22,6,0,0,3,0,0,0,0,0,0,0,0,1
0,22476,0,46,19,1,0,4,1,1,0,0,0,0,0,0,1
1,9802,0,40,16,0,0,3,1,1,0,0,0,0,0,0,1
0,34734,0,19,13,0,0,1,0,0,0,0,0,0,0,0,1
1,8519,0,53,16,0,0,3,1,1,0,0,0,0,0,0,1
0,27360,0,23,11,1,0,2,0,0,0,0,0,0,0,0,1
0,32538,1,57,10,0,0,3,0,0,0,0,0,0,0,0,1
1,15620,1,59,5,1,0,3,1,1,0,0,0,0,0,0,1
0,30395,1,51,2,1,0,3,1,1,0,0,0,0,0,0,1
1,19851,0,39,21,0,0,6,1,1,0,0,0,0,0,0,1
1,13816,0,39,11,0,0,1,1,1,0,0,0,0,0,0,1
1,15630,1,56,11,1,0,3,1,1,0,0,0,0,0,0,1
1,21177,0,25,16,0,0,2,0,1,0,1,0,0,0,0,1
0,32147,1,20,11,0,0,1,0,1,0,1,0,0,0,0,1
0,33423,0,47,12,0,0,1,1,1,0,0,0,0,0,0,1
1,8446,1,46,7,1,0,2,1,1,0,0,0,0,0,0,1
1,1997,1,55,11,1,0,2,1,0,0,0,0,0,0,0,1
1,18230,0,50,11,0,0,2,0,0,0,0,0,0,0,0,1
0,2583,1,24,9,0,0,3,1,1,0,1,0,0,0,0,1
0,31234,0,47,5,0,0,2,0,0,0,0,0,0,0,0,1
1,20556,0,22,11,1,0,2,0,1,0,0,0,0,0,0,1
0,16309,1,18,13,0,0,3,1,1,1,1,0,0,0,0,1
1,9732,0,54,9,0,0,2,0,1,1,0,0,0,0,0,1
0,30916,0,53,16,1,0,3,1,1,0,0,0,0,0,0,1
1,114,0,30,11,0,0,2,0,1,0,0,0,0,0,0,1
0,25486,1,51,16,1,0,3,1,1,0,0,0,0,0,0,1
0,30779,1,23,11,0,0,3,0,0,0,0,0,0,0,0,1
1,17397,1,31,11,1,0,1,0,0,0,0,0,0,0,0,1
0,23606,0,31,13,1,0,2,1,1,0,0,0,0,0,0,1
0,4441,1,23,17,0,0,4,1,1,1,1,0,0,0,0,1
0,26330,1,35,21,0,0,3,1,1,0,0,0,0,0,0,1
1,16570,1,43,7,1,0,2,0,0,0,0,0,0,0,0,1
1,9971,0,27,11,1,0,3,0,1,0,0,0,0,0,0,1
1,6225,1,45,4,1,0,2,0,1,0,0,0,0,0,0,1
0,26523,1,61,6,1,0,2,0,0,0,0,0,0,0,0,1
1,14046,1,58,11,1,0,2,1,1,0,0,0,0,0,0,1
0,665,1,52,11,1,0,2,1,1,0,0,0,0,0,0,1
1,2678,0,30,17,1,0,3,1,1,0,0,0,0,0,0,1
1,10957,1,39,7,1,0,2,0,1,0,0,0,0,0,0,1
0,29336,0,34,11,0,0,1,0,1,0,0,0,0,0,0,1
0,28690,1,20,11,0,0,6,1,1,1,1,0,0,0,0,1
1,10452,1,38,18,1,0,2,1,1,0,0,0,0,0,0,1
0,1770,0,35,11,0,0,3,0,1,0,0,0,0,0,0,1
0,25236,1,18,11,0,0,2,0,1,0,1,0,0,0,0,1
0,35780,1,38,11,1,0,3,1,1,0,0,0,0,0,0,1
0,25586,1,68,11,1,0,3,1,1,0,0,0,0,0,0,1
1,14998,1,30,11,0,0,1,0,0,1,1,0,0,0,0,1
0,23484,0,36,5,1,0,2,0,0,0,0,0,0,0,0,1
0,22421,0,42,11,1,0,3,1,1,0,0,0,0,0,0,1
0,21658,1,45,11,1,0,2,1,1,0,0,0,0,0,0,1
0,22593,1,38,13,0,0,3,1,1,0,1,0,0,0,0,1
0,23117,1,22,11,0,1,3,1,1,1,1,0,0,0,0,1
0,36219,1,34,7,0,0,2,0,1,0,1,0,0,0,0,1
0,35137,1,55,17,0,0,3,1,1,0,0,0,0,0,0,1
1,19359,1,52,14,0,0,3,0,1,0,0,0,0,0,0,1
0,27682,0,25,5,0,0,2,0,0,0,1,0,0,0,0,1
1,16346,1,48,19,1,0,4,1,1,0,0,0,0,0,0,1
0,11473,0,51,4,1,0,2,1,1,0,0,0,0,0,0,1
1,20080,1,34,11,0,0,3,1,1,0,0,0,0,0,0,1
0,34361,0,30,14,1,0,2,0,0,0,0,0,0,0,0,1
1,17699,1,36,16,0,0,2,0,1,0,0,0,0,0,0,1
1,20654,0,48,16,1,0,3,1,1,0,0,0,0,0,0,1
0,36014,1,17,9,0,0,2,1,1,1,1,0,0,0,0,1
0,23907,1,28,10,0,0,2,1,1,1,1,0,0,0,0,1
1,6706,0,35,19,0,0,3,1,1,0,1,0,0,0,0,1
1,14186,1,34,11,1,0,2,0,1,0,0,0,0,0,0,1
0,27546,0,49,4,0,0,1,0,0,0,0,0,0,0,0,1
1,5558,1,32,11,1,0,2,1,1,0,0,0,0,0,0,1
1,11324,1,39,13,1,0,3,1,1,0,0,0,0,0,0,1
1,11119,1,33,11,1,0,2,0,0,0,0,0,0,0,0,1
1,19403,0,50,1,1,0,2,0,0,0,0,0,0,0,0,1
0,23011,0,50,11,1,0,2,1,1,0,0,0,0,0,0,1
0,24171,1,28,6,1,0,2,0,0,0,0,0,0,0,0,1
0,29129,0,36,5,1,0,2,0,0,0,1,0,0,0,0,1
0,14112,0,40,13,1,0,2,1,1,0,1,0,0,0,0,1
0,26719,0,41,9,1,0,1,0,0,0,0,0,0,0,0,1
1,16676,1,38,16,1,0,6,1,1,0,0,0,0,0,0,1
1,8291,0,32,18,0,0,3,0,1,0,0,0,0,0,0,1
1,19676,1,37,11,0,0,1,1,1,0,1,0,0,0,0,1
0,26334,1,19,12,0,0,3,1,1,0,1,0,0,0,0,1
1,8078,0,54,13,0,0,3,1,1,0,1,0,0,0,0,1
1,9448,1,49,16,0,0,2,1,1,0,0,0,0,0,0,1
1,7314,1,31,11,1,0,2,0,1,0,0,0,0,0,0,1
0,6488,0,44,11,0,0,3,1,1,0,1,0,0,0,0,1
0,27233,0,25,8,1,0,2,0,1,0,0,0,0,0,0,1
1,11366,1,39,11,1,0,2,0,0,0,0,0,0,0,0,1
0,27620,1,20,15,0,1,3,1,1,0,1,0,0,0,0,1
0,32739,0,51,11,1,0,3,0,1,0,0,0,0,0,0,1
1,10779,0,50,17,1,0,2,1,1,0,0,0,0,0,0,1
1,12588,0,25,11,0,0,3,0,1,0,0,0,0,0,0,1
1,10371,1,71,5,1,0,2,1,1,0,0,0,0,0,0,1
1,9909,0,25,13,0,0,2,1,1,0,1,0,0,0,0,1
0,30105,1,49,4,0,0,1,0,0,0,0,0,0,0,0,1
0,35027,0,23,16,0,0,3,1,1,1,1,0,0,0,0,1
1,14245,0,25,11,1,0,2,0,1,0,0,0,0,0,0,1
0,31096,0,34,5,1,0,1,0,0,0,0,0,0,0,0,1
1,21968,0,44,16,0,0,6,1,1,1,1,0,0,0,0,1
0,27133,1,20,11,0,0,2,0,1,0,1,0,0,0,0,1
0,22917,0,31,13,1,0,2,1,1,0,0,0,0,0,0,1
1,203,1,53,11,0,0,2,1,1,0,0,0,0,0,0,1
1,20824,1,52,11,1,0,2,0,1,0,0,0,0,0,0,1
1,21717,0,46,11,0,0,1,0,0,0,0,0,0,0,0,1
0,32167,1,25,14,0,0,1,0,1,1,1,0,0,0,0,1
0,22627,1,24,13,0,0,2,1,1,0,0,0,0,0,0,1
1,20690,1,30,18,0,0,3,0,1,0,0,0,0,0,0,1
0,22677,0,18,11,0,0,3,0,0,1,0,0,0,0,0,1
1,13873,0,59,16,0,0,4,1,1,0,1,0,0,0,0,1
1,18466,0,31,5,1,0,2,0,1,0,0,0,0,0,0,1
1,6895,1,26,5,1,0,1,0,0,0,0,0,0,0,0,1
1,1064,1,19,11,0,0,2,1,1,1,1,0,0,0,0,1
0,22187,0,23,13,0,0,2,0,1,1,1,0,0,0,0,1
0,32445,0,52,6,0,0,2,0,0,0,1,0,0,0,0,1
0,28965,1,30,13,0,0,2,0,1,0,1,0,0,0,0,1
0,24713,0,47,11,0,0,1,0,0,0,0,0,0,0,0,1
0,11862,1,18,11,0,0,2,0,1,0,1,0,0,0,0,1
0,29578,0,23,16,0,0,3,1,1,1,1,0,0,0,0,1
1,9706,0,30,11,1,0,3,0,1,0,0,0,0,0,0,1
0,17040,1,32,16,0,0,2,0,1,1,1,0,0,0,0,1
0,32782,0,49,8,0,0,2,1,0,0,0,0,0,0,0,1
0,32825,0,35,11,0,0,2,1,1,0,1,0,0,0,0,1
0,33939,0,53,11,0,0,2,0,1,0,0,0,0,0,0,1
1,17639,1,60,14,1,0,3,1,1,0,0,0,0,0,0,1
1,5605,0,82,11,0,0,3,1,1,0,0,0,0,0,0,1
0,27640,0,39,19,1,0,3,1,1,0,0,0,0,0,0,1
1,19471,1,57,18,1,0,4,1,1,0,0,0,0,0,0,1
1,16063,1,33,11,1,0,2,0,1,0,0,0,0,0,0,1
1,2105,0,13,6,0,1,2,0,0,0,0,0,0,0,0,1
0,25652,0,37,16,1,0,2,1,0,0,0,0,0,0,0,1
0,29390,1,32,18,0,0,3,1,1,0,1,0,0,0,0,1
0,34845,0,16,10,0,0,1,1,1,0,1,0,0,0,0,1
0,11414,1,42,8,0,0,2,0,0,1,1,0,0,0,0,1
0,11151,0,56,8,1,0,3,0,0,0,0,0,0,0,0,1
1,6188,1,22,11,0,0,3,0,1,1,1,0,0,0,0,1
1,1829,0,19,11,0,0,2,0,1,1,0,0,0,0,0,1
1,12788,1,42,11,1,0,2,1,1,0,0,0,0,0,0,1
1,12475,1,36,11,1,0,1,0,1,0,0,0,0,0,0,1
1,20955,0,32,11,0,0,2,0,0,0,0,0,0,0,0,1
1,6524,0,34,15,0,0,4,1,1,1,1,0,0,0,0,1
0,20545,0,19,11,0,0,2,1,1,0,1,0,0,0,0,1
1,8911,0,51,11,1,0,2,1,1,0,0,0,0,0,0,1
1,13621,1,39,13,0,0,3,1,1,0,0,0,0,0,0,1
1,4866,0,21,14,1,0,3,1,1,0,0,0,0,0,0,1
0,22226,0,54,16,1,0,3,1,1,0,0,0,0,0,0,1
1,17697,1,77,16,1,0,5,1,1,0,0,0,0,0,0,1
1,13166,1,34,13,1,0,3,0,0,0,0,0,0,0,0,1
1,1729,0,43,19,1,0,4,1,1,0,0,0,0,0,0,1
1,4436,1,57,3,0,0,3,0,0,0,0,0,0,0,0,1
1,13955,1,35,18,1,1,3,1,1,0,0,0,0,0,0,1
1,489,0,19,11,0,0,2,0,1,1,0,0,0,0,0,1
1,17904,1,24,6,1,0,3,0,1,0,0,0,0,0,0,1
0,34661,1,25,11,0,0,3,0,0,0,1,0,0,0,0,1
1,9668,1,57,5,1,0,2,1,1,0,0,0,0,0,0,1
0,36190,1,22,11,0,0,1,0,1,0,1,0,0,0,0,1
1,3934,1,50,16,1,0,4,0,1,0,0,0,0,0,0,1
0,34605,0,19,11,0,0,2,1,1,0,1,0,0,0,0,1
1,12041,1,26,11,1,0,3,0,1,0,0,0,0,0,0,1
1,1757,1,24,11,0,0,3,1,1,1,1,0,0,0,0,1
0,4515,1,38,16,0,0,4,1,1,0,1,0,0,0,0,1
1,8926,0,67,2,1,0,2,1,1,0,0,0,0,0,0,1
0,24997,1,55,18,0,0,3,0,0,0,0,0,0,0,0,1
1,3805,1,26,17,0,0,3,0,1,0,0,0,0,0,0,1
0,25474,0,38,11,1,0,2,0,1,0,0,0,0,0,0,1
1,13951,1,51,5,1,0,2,1,1,0,0,0,0,0,0,1
0,6185,1,36,14,0,0,2,0,1,0,0,0,0,0,0,1
0,32995,0,29,9,1,0,1,1,1,0,0,0,0,0,0,1
1,19640,0,30,16,1,0,4,1,1,0,0,0,0,0,0,1
0,29048,0,24,11,0,0,1,0,0,0,0,0,0,0,0,1
1,17492,1,23,11,0,0,2,0,0,1,1,0,0,0,0,1
1,3539,1,79,9,1,0,6,1,1,0,0,0,0,0,0,1
1,17019,1,39,11,1,0,2,1,1,0,0,0,0,0,0,1
1,7343,1,21,10,0,0,2,0,1,1,1,0,0,0,0,1
1,17210,1,56,8,1,0,3,1,1,0,0,0,0,0,0,1
0,31197,1,61,16,1,0,3,0,0,0,0,0,0,0,0,1
0,30757,0,50,11,1,0,2,0,0,0,0,0,0,0,0,1
0,30362,0,45,8,1,0,1,0,0,0,0,0,0,0,0,1
0,2503,0,18,14,0,1,3,1,1,1,1,0,0,0,0,1
0,22960,1,40,11,0,0,3,0,0,1,1,0,0,0,0,1
1,11489,1,20,14,0,0,3,1,1,1,1,0,0,0,0,1
0,3686,0,27,11,0,0,2,0,0,0,0,0,0,0,0,1
1,14723,1,37,8,0,0,2,0,0,0,0,0,0,0,0,1
0,30181,0,23,14,0,1,2,1,1,0,1,0,0,0,0,1
0,25171,0,44,17,0,0,4,1,1,0,1,0,0,0,0,1
1,3784,1,24,8,0,0,1,0,0,1,1,0,0,0,0,1
0,30570,1,37,11,0,0,2,0,0,0,0,0,0,0,0,1
1,15728,0,23,13,1,0,3,1,1,0,0,0,0,0,0,1
1,18012,1,37,17,0,0,4,1,1,1,1,0,0,0,0,1
1,2201,0,61,9,1,0,3,1,1,0,0,0,0,0,0,1
0,2869,0,49,8,1,0,3,1,0,0,0,0,0,0,0,1
1,19973,1,53,11,1,0,3,1,1,0,0,0,0,0,0,1
1,9931,0,60,11,1,0,5,1,1,0,0,0,0,0,0,1
1,18445,1,52,13,1,0,2,1,1,0,0,0,0,0,0,1
0,28356,0,23,13,0,0,3,0,0,0,1,0,0,0,0,1
1,2252,1,41,13,0,0,4,1,1,0,1,0,0,0,0,1
1,10809,0,36,9,1,0,2,0,1,0,0,0,0,0,0,1
0,3749,1,25,8,0,0,3,0,1,1,1,0,0,0,0,1
0,34472,1,20,7,1,0,2,0,1,0,0,0,0,0,0,1
1,21276,1,34,16,1,0,4,1,1,0,0,0,0,0,0,1
1,14093,1,53,18,1,0,4,1,1,0,0,0,0,0,0,1
1,12674,1,25,11,0,0,3,1,0,0,1,0,0,0,0,1
0,4146,1,28,16,0,1,3,1,1,0,1,0,0,0,0,1
0,29030,0,43,11,0,0,2,1,1,1,1,0,0,0,0,1
1,4852,1,67,3,1,0,1,0,1,0,0,0,0,0,0,1
1,8600,0,38,16,1,0,3,1,1,0,0,0,0,0,0,1
1,4923,1,36,11,1,0,3,0,1,0,0,0,0,0,0,1
0,16253,1,29,13,1,0,3,0,1,0,0,0,0,0,0,1
1,14957,0,39,18,0,0,3,1,1,0,0,0,0,0,0,1
0,27445,0,31,13,1,0,2,1,1,0,0,0,0,0,0,1
1,15780,0,42,11,0,0,3,1,0,0,0,0,0,0,0,1
1,21426,0,33,16,1,0,2,1,1,0,0,0,0,0,0,1
0,28969,0,27,11,0,0,2,1,1,0,1,0,0,0,0,1
1,5910,0,47,16,1,0,3,1,1,0,0,0,0,0,0,1
0,31512,0,53,11,0,0,4,1,1,0,0,0,0,0,0,1
1,894,0,25,11,1,0,6,0,0,0,0,0,0,0,0,1
1,2334,0,26,18,0,1,5,1,1,1,1,0,0,0,0,1
0,34246,1,35,13,0,0,2,1,1,0,0,0,0,0,0,1
1,21132,0,52,11,1,0,3,1,1,0,0,0,0,0,0,1
1,373,1,63,11,0,0,3,0,0,0,0,0,0,0,0,1
0,34514,0,19,11,0,0,3,0,1,0,1,0,0,0,0,1
1,21821,0,58,21,1,0,3,1,1,0,0,0,0,0,0,1
1,3884,1,21,13,0,0,2,1,1,1,1,0,0,0,0,1
1,8322,1,24,16,0,0,3,1,1,0,1,0,0,0,0,1
1,1093,0,51,11,0,0,3,0,0,1,1,0,0,0,0,1
1,20772,0,44,16,0,0,3,1,1,0,1,0,0,0,0,1
1,9797,1,48,15,0,0,3,1,1,1,1,0,0,0,0,1
1,17324,0,24,13,0,0,2,1,1,0,0,0,0,0,0,1
0,34681,1,23,13,0,0,3,1,1,0,1,0,0,0,0,1
1,9110,1,44,15,0,0,4,1,1,0,0,0,0,0,0,1
0,33746,0,58,15,1,0,3,1,0,0,0,0,0,0,0,1
1,16107,0,20,11,0,0,1,0,1,1,1,0,0,0,0,1
0,24684,0,33,11,0,0,2,0,0,0,0,0,0,0,0,0
0,25554,0,32,11,1,0,2,0,1,0,0,0,0,0,0,1
1,11699,1,21,11,0,0,1,0,1,0,0,0,0,0,0,1
0,26777,1,61,11,0,0,3,1,1,0,0,0,0,0,0,1
1,16794,1,45,14,0,1,3,1,1,0,0,0,0,0,0,1
0,32032,1,31,16,0,0,3,1,1,0,1,0,0,0,0,1
0,4885,1,34,9,0,0,2,0,0,0,1,0,0,0,0,1
0,28290,1,46,11,1,0,2,1,1,0,0,0,0,0,0,1
0,7715,1,38,13,0,1,3,1,1,0,1,0,0,0,0,1
0,26839,1,22,14,0,0,1,0,1,1,1,0,0,0,0,1
1,15094,1,52,11,1,0,3,0,1,0,0,0,0,0,0,1
1,3504,1,24,11,0,0,1,0,0,0,1,0,0,0,0,1
0,14204,1,19,11,0,0,2,0,1,1,1,0,0,0,0,1
1,5749,0,25,11,0,0,2,1,1,1,1,0,0,0,0,1
0,25024,1,22,9,0,0,2,1,1,0,0,0,0,0,0,1
1,7381,0,36,11,0,0,2,1,1,0,0,0,0,0,0,1
1,13382,1,43,11,1,0,2,1,1,0,0,0,0,0,0,1
1,3919,1,25,15,0,1,3,1,1,0,0,0,0,0,0,1
1,9119,1,27,16,0,0,4,1,1,0,0,0,0,0,0,1
0,31118,0,36,16,1,0,3,0,1,0,0,0,0,0,0,1
0,22239,1,54,8,1,0,2,0,1,0,0,0,0,0,0,1
1,7466,1,31,5,1,0,1,0,0,0,0,0,0,1,0,0
1,21580,1,58,11,1,0,3,1,1,0,0,0,0,0,0,1
0,23452,0,36,11,0,0,3,1,1,0,0,0,0,0,0,1
0,33575,1,29,16,0,0,2,1,1,0,1,0,0,0,0,1
1,3374,1,43,11,1,0,3,1,1,0,0,0,0,0,0,1
1,17752,0,30,11,1,0,3,0,0,0,0,0,0,0,0,1
1,18194,1,30,11,1,0,2,1,1,0,0,0,0,0,0,1
1,6224,1,71,1,0,0,2,0,0,0,0,0,0,0,0,1
1,16429,0,47,5,1,0,3,0,0,0,0,0,0,0,0,1
0,27214,0,36,11,1,0,2,0,1,0,0,0,0,0,0,1
0,31783,0,45,11,0,0,2,1,1,0,0,0,0,0,0,1
1,11936,1,36,11,1,0,3,1,1,0,0,0,0,0,0,1
0,23018,0,37,13,0,0,2,1,0,0,0,0,0,0,0,1
0,35506,1,48,11,1,0,2,0,0,0,0,0,0,0,0,1
1,16555,1,28,10,1,0,3,0,1,0,0,0,0,0,0,1
0,29024,1,23,9,0,0,3,0,1,0,1,0,0,0,0,1
0,33708,0,26,13,1,1,2,0,1,0,0,0,0,0,0,1
0,25973,0,32,12,1,0,1,0,0,0,0,0,0,0,0,1
0,5161,0,26,16,1,0,2,1,1,0,0,0,0,0,0,1
0,30643,0,27,11,0,0,2,0,0,0,0,0,0,0,0,1
0,21184,0,50,2,0,0,1,0,1,0,0,0,0,0,0,1
1,5996,1,41,11,0,0,3,0,1,0,0,0,0,0,0,1
1,2947,1,19,13,0,1,3,1,1,1,1,0,0,0,0,1
0,34628,1,27,13,1,1,1,1,1,0,0,0,0,0,0,1
0,25963,0,39,8,1,0,2,1,1,0,0,0,0,0,0,1
1,20532,1,46,7,1,0,3,0,1,0,0,0,0,0,0,1
1,14516,1,39,11,1,0,2,1,1,0,0,0,0,0,0,1
0,31808,0,60,9,1,0,2,1,1,0,0,0,0,0,0,1
1,19673,1,34,3,1,0,2,1,1,0,0,0,0,0,0,1
0,9181,1,19,11,0,0,3,0,0,0,0,0,0,0,0,1
1,12396,1,30,12,0,1,3,1,1,0,1,0,0,0,0,1
0,34138,0,30,7,0,0,1,0,0,0,0,0,0,0,0,1
0,23551,0,25,11,0,0,2,0,0,0,1,0,0,0,0,1
1,20299,1,32,11,1,0,3,0,0,0,0,0,0,0,0,1
0,10539,0,20,11,1,0,2,1,1,0,0,0,0,0,0,1
0,27513,1,18,11,0,1,1,1,1,0,1,0,0,0,0,1
0,23526,0,34,5,1,0,1,0,0,0,0,0,0,0,0,1
1,17386,1,42,11,1,0,1,1,1,0,0,0,0,0,0,1
1,11540,0,37,17,0,0,3,1,1,0,1,0,0,0,0,1
0,29615,0,34,15,1,1,3,1,1,0,0,0,0,0,0,1
1,14853,0,26,11,1,0,3,0,0,0,0,0,0,0,0,1
1,6643,0,32,16,0,0,3,1,1,0,1,0,0,0,0,1
1,18676,1,46,20,0,0,4,1,1,0,0,0,0,0,0,1
1,1003,1,48,11,1,0,2,1,1,0,0,0,0,0,0,1
1,22153,1,26,11,0,0,2,0,1,0,1,0,0,0,0,1
0,24156,0,63,13,0,0,3,0,1,0,0,0,0,0,0,1
1,8568,1,20,11,1,0,3,1,1,0,0,0,0,0,0,1
1,18930,0,56,11,0,0,3,1,1,0,0,0,0,0,0,1
1,9360,0,40,16,1,0,2,1,1,0,0,0,0,0,0,1
1,15714,0,32,13,1,1,3,1,1,0,0,0,0,0,0,1
1,15177,0,27,16,1,0,2,1,1,0,0,0,0,0,0,1
0,20468,1,42,11,0,0,2,0,1,1,1,0,0,0,0,1
0,5288,0,56,11,0,0,2,0,0,0,0,0,0,0,0,1
0,12772,1,40,11,1,0,2,0,1,0,0,0,0,0,0,1
1,18656,0,29,17,1,0,3,1,1,1,1,0,0,0,0,1
1,3923,0,32,16,0,0,3,1,1,1,1,0,0,0,0,1
1,14977,1,35,19,1,0,3,1,1,0,0,0,0,0,0,1
0,33922,0,24,11,1,0,2,0,0,0,0,0,0,0,0,1
1,742,1,63,3,0,0,2,0,0,0,1,0,0,0,0,1
1,15660,0,52,11,1,0,2,1,1,0,0,0,0,0,0,1
1,7671,0,37,11,0,0,1,0,0,1,1,0,0,0,0,1
1,7741,1,45,15,0,0,3,1,1,0,1,0,0,0,0,1
1,10927,0,43,11,0,0,2,0,1,0,0,0,0,0,0,1
1,4689,1,50,6,1,0,2,1,1,0,0,0,0,0,0,1
0,4782,0,36,11,1,0,3,0,1,0,0,0,0,0,0,1
0,24438,0,33,11,1,0,2,0,1,0,0,0,0,0,0,1
1,7721,0,21,11,1,1,2,1,1,0,0,0,0,0,0,1
1,3225,1,36,19,1,0,3,1,1,0,0,0,0,0,0,1
1,19120,1,43,16,1,0,2,1,1,0,0,0,0,0,0,1
0,28617,1,41,11,0,0,3,1,1,0,1,0,0,0,0,1
0,34169,0,23,11,0,0,2,1,1,0,1,0,0,0,0,1
